2025-06-12 01:45:21 - Email: fatimggga@gmail.com, Type: welcome_email, Status: success
2025-06-12 01:50:39 - Email: fatimga@gmail.com, Type: welcome_email, Status: success
2025-06-13 01:20:59 - Email: d@gmail.com, Type: welcome_email, Status: success
2025-06-14 18:20:44 - Email: rokaya@gmail.com, Type: welcome_email, Status: success
2025-06-14 23:11:34 - Email: k@gmail.com, Type: welcome_email, Status: success
2025-06-14 23:23:41 - Email: kh@gmail.com, Type: welcome_email, Status: success
2025-06-14 23:27:52 - Email: khg@gmail.com, Type: welcome_email, Status: success
2025-06-16 02:46:47 - Email: salma@gmail.com, Type: welcome_email, Status: success
2025-06-16 10:18:03 - Email: rokaya@gmail.com, Type: welcome_email, Status: success
2025-06-16 10:48:10 - Email: fatima@gmail.com, Type: welcome_email, Status: success
2025-06-16 10:52:25 - Email: salma@gmail.com, Type: welcome_email, Status: failed
2025-06-16 10:53:26 - Email: salma&123@gmail.com, Type: welcome_email, Status: success
2025-06-16 11:43:29 - Email: salmnta&123@gmail.com, Type: welcome_email, Status: success
2025-06-16 11:48:45 - Email: sanlmnta&123@gmail.com, Type: welcome_email, Status: success
2025-06-16 11:51:26 - Email: safae@gmail.com, Type: welcome_email, Status: success
2025-06-16 13:04:55 - Email: safae4@gmail.com, Type: welcome_email, Status: success
